id;username;productid;date;amount
3;rumle;0;26/11/2020 19.37.37;1000
5;rumle;0;26/11/2020 19.37.37;100
3;rumle;0;26/11/2020 19.37.38;1000
5;rumle;0;26/11/2020 19.37.38;100
3;rumle;0;26/11/2020 19.37.45;1000
5;rumle;0;26/11/2020 19.37.45;100
3;rumle;0;26/11/2020 19.37.53;1000
5;rumle;0;26/11/2020 19.37.53;100
3;rumle;0;26/11/2020 19.38.46;1000
5;rumle;0;26/11/2020 19.38.46;100
3;rumle;0;26/11/2020 19.38.51;1000
5;rumle;0;26/11/2020 19.38.51;100
3;rumle;0;26/11/2020 19.38.56;1000
5;rumle;0;26/11/2020 19.38.56;100
3;rumle;0;26/11/2020 19.38.57;1000
5;rumle;0;26/11/2020 19.38.58;100
3;rumle;0;26/11/2020 19.39.04;1000
5;rumle;0;26/11/2020 19.39.04;100
3;rumle;0;26/11/2020 19.39.14;1000
5;rumle;0;26/11/2020 19.39.14;100
3;rumle;0;26/11/2020 19.39.18;1000
5;rumle;0;26/11/2020 19.39.18;100
3;rumle;0;26/11/2020 19.39.21;1000
5;rumle;0;26/11/2020 19.39.21;100
3;rumle;0;26/11/2020 19.39.37;1000
5;rumle;0;26/11/2020 19.39.37;100
3;rumle;0;26/11/2020 19.39.45;1000
5;rumle;0;26/11/2020 19.39.45;100
3;rumle;0;26/11/2020 19.39.53;1000
5;rumle;0;26/11/2020 19.39.53;100
3;rumle;0;26/11/2020 19.40.02;1000
5;rumle;0;26/11/2020 19.40.02;100
3;rumle;0;26/11/2020 19.40.07;1000
5;rumle;0;26/11/2020 19.40.07;100
3;rumle;0;26/11/2020 19.40.13;1000
5;rumle;0;26/11/2020 19.40.13;100
3;rumle;0;26/11/2020 19.40.15;1000
5;rumle;0;26/11/2020 19.40.15;100
3;rumle;0;26/11/2020 19.40.21;1000
5;rumle;0;26/11/2020 19.40.21;100
3;rumle;0;26/11/2020 19.40.24;1000
5;rumle;0;26/11/2020 19.40.24;100
3;rumle;0;26/11/2020 19.40.32;1000
5;rumle;0;26/11/2020 19.40.32;100
3;rumle;0;26/11/2020 19.40.40;1000
5;rumle;0;26/11/2020 19.40.40;100
3;rumle;0;26/11/2020 19.40.47;1000
5;rumle;0;26/11/2020 19.40.47;100
3;rumle;0;26/11/2020 19.40.55;1000
5;rumle;0;26/11/2020 19.40.55;100
3;rumle;0;26/11/2020 19.41.18;1000
5;rumle;0;26/11/2020 19.41.18;100
3;rumle;0;26/11/2020 19.41.27;1000
5;rumle;0;26/11/2020 19.41.27;100
3;rumle;0;26/11/2020 19.41.34;1000
5;rumle;0;26/11/2020 19.41.34;100
3;rumle;0;26/11/2020 19.41.42;1000
5;rumle;0;26/11/2020 19.41.42;100
3;rumle;0;26/11/2020 19.41.50;1000
5;rumle;0;26/11/2020 19.41.50;100
3;rumle;0;26/11/2020 19.41.58;1000
5;rumle;0;26/11/2020 19.41.58;100
3;rumle;0;26/11/2020 19.42.09;1000
5;rumle;0;26/11/2020 19.42.09;100
3;rumle;0;26/11/2020 19.42.22;1000
5;rumle;0;26/11/2020 19.42.22;100
3;rumle;0;26/11/2020 19.53.56;1000
5;rumle;0;26/11/2020 19.53.56;100
3;rumle;0;26/11/2020 19.54.21;1000
5;rumle;0;26/11/2020 19.54.21;100
3;rumle;0;26/11/2020 19.54.30;1000
5;rumle;0;26/11/2020 19.54.30;100
3;rumle;0;26/11/2020 19.54.50;1000
5;rumle;0;26/11/2020 19.54.50;100
3;rumle;0;26/11/2020 19.54.52;1000
5;rumle;0;26/11/2020 19.54.52;100
3;rumle;0;26/11/2020 19.55.02;1000
5;rumle;0;26/11/2020 19.55.02;100
3;rumle;0;26/11/2020 19.55.10;1000
5;rumle;0;26/11/2020 19.55.10;100
3;rumle;0;26/11/2020 19.55.15;1000
5;rumle;0;26/11/2020 19.55.15;100
3;rumle;0;26/11/2020 19.55.23;1000
5;rumle;0;26/11/2020 19.55.23;100
3;rumle;0;26/11/2020 19.56.09;1000
5;rumle;0;26/11/2020 19.56.09;100
3;rumle;0;26/11/2020 20.05.12;1000
5;rumle;0;26/11/2020 20.05.12;100
3;rumle;0;26/11/2020 20.05.32;1000
5;rumle;0;26/11/2020 20.05.32;100
3;rumle;0;26/11/2020 20.06.10;1000
5;rumle;0;26/11/2020 20.06.10;100
3;rumle;0;26/11/2020 20.06.30;1000
5;rumle;0;26/11/2020 20.06.30;100
3;rumle;0;26/11/2020 20.08.26;1000
5;rumle;0;26/11/2020 20.08.26;100
3;rumle;0;26/11/2020 20.18.28;1000
5;rumle;0;26/11/2020 20.18.28;100
3;rumle;0;27/11/2020 09.54.18;1000
5;rumle;0;27/11/2020 09.54.18;100
